text,true_label,TextBlob_label,TextBlob_score,VADER_label,VADER_score,DistilBERT (SST-2 baseline)_label,DistilBERT (SST-2 baseline)_score,Twitter-RoBERTa_label,Twitter-RoBERTa_score,Your Model (v2)_label,Your Model (v2)_score,text_type
ridiculous move in nflx.  can't believe it's still going too.  i'm obviously short. x-(,NEGATIVE,NEGATIVE,-0.16666666666666666,NEGATIVE,-0.3612,NEGATIVE,-0.9990988969802856,NEGATIVE,-0.9430688619613647,NEGATIVE,-0.9038049578666687,Complex
GOOG  I only use Google. Heck I use Google for everything. I don't own the stock but I am still bullish on it.,POSITIVE,POSITIVE,0.3,NEUTRAL,0.0,NEGATIVE,-0.9991405010223389,POSITIVE,0.8695380091667175,NEGATIVE,-0.8911991715431213,Finance/Stock-Domain
@cperruna But $pypl lost billions is market cap. You think they lat happen?,NEGATIVE,NEUTRAL,0.0,NEGATIVE,-0.4497,NEGATIVE,-0.9990857839584351,NEGATIVE,-0.611353874206543,NEGATIVE,-0.9035837650299072,Finance/Stock-Domain
L BRANDS MEETING WITH BANKS TO CONSIDER ALTERNATIVES: THE DEAL... to the Victoria Secret show?,NEUTRAL,NEGATIVE,-0.4,POSITIVE,0.5766,NEGATIVE,-0.9905145168304443,NEUTRAL,-0.9436487555503845,NEUTRAL,0.0,Complex
"Really is a new world out there in fixed income land. Discos are back!!

$AAPL 40 year bonds spotted in the bargain basement bin. #bondmath ",NEGATIVE,NEUTRAL,0.07878787878787878,POSITIVE,0.3365,NEGATIVE,-0.9959138035774231,POSITIVE,0.749845564365387,NEUTRAL,0.0,Finance/Stock-Domain
"Here's how Tesla stock swings 18% higher, trader says $TSLA (via @TradingNation) https://t.co/yqzfmfwbGP",POSITIVE,POSITIVE,0.25,NEUTRAL,0.0,NEGATIVE,-0.9970587491989136,NEUTRAL,-0.5139674544334412,POSITIVE,0.6964020133018494,Finance/Stock-Domain
Here's Why I Think Microsoft Is a Better Buy Than Amazon,NEUTRAL,POSITIVE,0.5,POSITIVE,0.5574,NEGATIVE,-0.9536263942718506,POSITIVE,0.7738091349601746,POSITIVE,0.8061391115188599,Simple
"Shannon referred you so you get a #freestock. Claim your stock now without #investing money first. Win a stock like Netflix $NFLX, Apple $AAPL, Microsoft $MSFT, or Facebook $FB. Sign up and join #Robinhood using my link https://t.co/9Vp20Q8qKz",POSITIVE,POSITIVE,0.525,POSITIVE,0.8176,NEGATIVE,-0.9963286519050598,POSITIVE,0.7644243836402893,POSITIVE,0.7390993237495422,Slang
Adding $FB to the list of g/r stocks today,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,POSITIVE,0.9910021424293518,NEUTRAL,-0.5647956132888794,NEUTRAL,0.0,Finance/Stock-Domain
$FB should have changed the nasdaq to meta too ️,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9994694590568542,NEUTRAL,-0.8391662836074829,NEUTRAL,0.0,Finance/Stock-Domain
"If you can't see the trend with all these buybacks
",NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9551084041595459,NEUTRAL,-0.6937865614891052,NEGATIVE,-0.6953926682472229,Simple
Sappi : joins Cepi in the 4evergreen alliance to boost the contribution of fibre-based pac... #Sappi #Stock… https://t.co/k9qn8c1Ls2,NEUTRAL,NEUTRAL,0.0,POSITIVE,0.4019,POSITIVE,0.8809453845024109,POSITIVE,0.5901385545730591,POSITIVE,0.9581852555274963,Finance/Stock-Domain
Rio Tinto CEO says iron ore market at equilibrium,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9907562136650085,NEUTRAL,-0.8982906341552734,NEUTRAL,0.0,Finance/Stock-Domain
"The 30-year Treasury yield settled at 1.392%, its highest close since March 26. https://t.co/K6eY3hJOOs",POSITIVE,NEUTRAL,0.0,POSITIVE,0.2023,NEGATIVE,-0.9946709275245667,NEUTRAL,-0.7939408421516418,NEGATIVE,-0.551754355430603,Complex
AAP below 557 has led to downside follow thru. i have 452 as my 1st support,NEGATIVE,NEUTRAL,0.0,POSITIVE,0.1779,NEGATIVE,-0.998446524143219,NEUTRAL,-0.6460294723510742,NEGATIVE,-0.9401912093162537,Complex
$AAPL short some 592.49,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9981005787849426,NEUTRAL,-0.8031867742538452,NEGATIVE,-0.6332718729972839,Finance/Stock-Domain
"Nice print for $BRDS Size: 102620 Price: 1.25 Amount: $128,275.00 Time: 931
See more: https://tradewithalerts.com/last-print/BRDS
Join https://tradewithalerts.com/signup to get REAL TIME prints.
Runners 📈: https://bit.ly/2VYiZSa
Losers 📉: https://bit.ly/3wWw0sc
Gappers 🪜: https://bit.ly/3kEfjiV",POSITIVE,POSITIVE,0.275,POSITIVE,0.2212,NEGATIVE,-0.9937574863433838,NEUTRAL,-0.4925008714199066,NEUTRAL,0.0,Finance/Stock-Domain
"Sensex Falls Over 500 Points; Reliance Industries, HDFC Bank Top Drags
https://t.co/Pj1zRQMFhK",NEGATIVE,POSITIVE,0.5,NEUTRAL,0.0258,NEGATIVE,-0.999446451663971,NEGATIVE,-0.5061072111129761,NEGATIVE,-0.8627591133117676,Complex
Bearish $OXY expect fall below $55.,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9987006187438965,NEGATIVE,-0.6542550921440125,NEGATIVE,-0.9648762345314026,Finance/Stock-Domain
PAY Awesome action (with volume) and breaking through the 20.95 mark. (key pivot point),POSITIVE,POSITIVE,0.3666666666666667,POSITIVE,0.4528,POSITIVE,0.9993084669113159,POSITIVE,0.9146631360054016,POSITIVE,0.9125877618789673,Complex
Latin America Price Surprise Fails to Move the Dial on Rate Bets,NEUTRAL,NEGATIVE,-0.5,NEGATIVE,-0.1779,NEGATIVE,-0.9997723698616028,NEUTRAL,-0.5854125618934631,NEGATIVE,-0.9431224465370178,Simple
"This week, #Apple shares traded lower 2%, reaching $127. The @AppleMaven looks back at what made news in the past five days. $AAPL #Stocks #StocksInNews @TheStreet ",NEGATIVE,NEGATIVE,-0.125,POSITIVE,0.2023,NEGATIVE,-0.9952504634857178,NEUTRAL,-0.6559184789657593,NEGATIVE,-0.9069384336471558,Finance/Stock-Domain
The No. 1 thing people with fat savings accounts scrimp on that you likely don't https://t.co/PrBO92RNT4,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9966604709625244,NEGATIVE,-0.6074016690254211,NEGATIVE,-0.6470378041267395,Complex
$EEENF waiting on Monday 💰,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9887892007827759,POSITIVE,0.7223256230354309,NEUTRAL,0.0,Finance/Stock-Domain
$LMT - Lockheed Martin missile test goes off well https://t.co/gYVX1UzVqD,POSITIVE,NEUTRAL,0.0,POSITIVE,0.2732,POSITIVE,0.8466400504112244,POSITIVE,0.8774880170822144,POSITIVE,0.6756670475006104,Finance/Stock-Domain
The farewell is intentionally muted https://t.co/NiQwDOf4pj,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.999642014503479,NEUTRAL,-0.5844833850860596,NEGATIVE,-0.9214929938316345,Complex
"nice push by bulls in the end but not enough. still closed lower 1/3 of range broke a huge trend sitting at support after last ER drop.
",NEGATIVE,POSITIVE,0.18,NEGATIVE,-0.1901,POSITIVE,0.9575308561325073,NEUTRAL,-0.5223040580749512,NEGATIVE,-0.7463766932487488,Complex
"UPDATE: Needham On Skyworks Price Target Raise Post-Earnings: Firm Sees Mobile Outperformance Due To Apple, Google, &amp; Chinese OEMs With Further Upside Thanks To 5G Proliferation; Positive On...

Related Tickers: $SWKS $GOOGL $AAPL
Read more at: ",POSITIVE,NEUTRAL,0.07528409090909091,POSITIVE,0.7579,NEGATIVE,-0.8361200094223022,POSITIVE,0.7210381031036377,NEGATIVE,-0.8566088080406189,Finance/Stock-Domain
"RT @nayyar_archit: $CERPQ I think this went completely unnoticed

Verified profile - 03/2021 along with new email and SS updates

And this…",NEUTRAL,NEUTRAL,-0.03181818181818183,NEUTRAL,0.0,NEGATIVE,-0.9992204904556274,NEUTRAL,-0.7646175026893616,NEGATIVE,-0.7886782288551331,Finance/Stock-Domain
"*FACEBOOK LOSES REQUEST TO THROW OUT FTC MONOPOLY CASE $FB

Let's go, @linakhanFTC!",NEGATIVE,NEGATIVE,-0.375,NEGATIVE,-0.5147,NEGATIVE,-0.9991834759712219,NEUTRAL,-0.6816388964653015,NEGATIVE,-0.9365413188934326,Finance/Stock-Domain
@bburnworth @GerberKawasaki i like your portfolio.  i have same but swap your BioNtech for $MRNA,POSITIVE,NEUTRAL,0.0,POSITIVE,0.1901,NEGATIVE,-0.9897500872612,POSITIVE,0.7850036025047302,NEUTRAL,0.0,Finance/Stock-Domain
"$AMZN this is now in the money, 20 minutes. About 15% profits!! 

Beat it 💪💪💪 ",POSITIVE,NEUTRAL,0.0,POSITIVE,0.5399,NEGATIVE,-0.9921990036964417,POSITIVE,0.8975422978401184,POSITIVE,0.896209716796875,Finance/Stock-Domain
There goes IFE short....,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9950336217880249,NEGATIVE,-0.6949586868286133,NEGATIVE,-0.67697674036026,Simple
"ICICI Bank To Deploy Mobile ATM Vans In Noida, Other Districts In UP
https://t.co/BlDgnfeL6Y",POSITIVE,NEGATIVE,-0.125,NEUTRAL,0.0,NEGATIVE,-0.9875147342681885,NEUTRAL,-0.8767929673194885,NEUTRAL,0.0,Complex
@illuziun $AAPL fanbois did pretty well I must say,POSITIVE,POSITIVE,0.25,POSITIVE,0.6486,POSITIVE,0.9963982105255127,POSITIVE,0.9103424549102783,POSITIVE,0.9023865461349487,Finance/Stock-Domain
"TOP #Marijuanastocks

$CBDL

* Engages EVIO Labs to Provide Product Certification Testing of CBDL Products

* ENTER… https://t.co/KY5SLQa1FL",POSITIVE,POSITIVE,0.5,POSITIVE,0.5473,NEGATIVE,-0.9754247665405273,NEUTRAL,-0.7603322863578796,NEUTRAL,0.0,Finance/Stock-Domain
"AM Best Affirms Credit Ratings of Meritz Fire & Marine Insurance Co., Ltd. https://t.co/rXWR7i4wmZ https://t.co/MrOyRXArwF",NEUTRAL,POSITIVE,1.0,POSITIVE,0.6597,POSITIVE,0.9183762073516846,NEUTRAL,-0.7254667282104492,NEUTRAL,0.0,Slang
I didn't sell. Luna my 900 dollars worth 0 now,NEGATIVE,POSITIVE,0.3,POSITIVE,0.2263,NEGATIVE,-0.9851951003074646,NEGATIVE,-0.5078215003013611,NEGATIVE,-0.6011134386062622,Complex
$TSLA approaching key level 662 - know where to lock gains. This is technically strong resistance area. Would exit some calls if holding any here. Close above that sets it up for 675. Mission critical to close above 662.,NEGATIVE,NEUTRAL,0.07222222222222223,POSITIVE,0.5267,NEGATIVE,-0.9391478896141052,NEUTRAL,-0.5633195042610168,NEUTRAL,0.0,Finance/Stock-Domain
If $AAPL breaks $177 support expect a solid flush,NEGATIVE,NEUTRAL,0.0,POSITIVE,0.5106,NEGATIVE,-0.9977898597717285,POSITIVE,0.6850349307060242,POSITIVE,0.3987502455711365,Finance/Stock-Domain
"Price Target Hit. Great Trade from
",POSITIVE,POSITIVE,0.8,POSITIVE,0.6249,POSITIVE,0.9976403713226318,POSITIVE,0.9331395030021667,POSITIVE,0.8502025008201599,Slang
@LivinRentFree_ My $TQQQ is doing nicely. Thanks $AAPL and $TSLA,POSITIVE,POSITIVE,0.2,POSITIVE,0.7003,POSITIVE,0.9996340274810791,POSITIVE,0.9493885040283203,POSITIVE,0.9668776392936707,Slang
"$TTCM 100k shares in 0.0157 out 0.019 
$330 profit
Again I left a lot on table.
Recently I had problem with increas… https://t.co/BorA82xIAv",POSITIVE,NEUTRAL,0.0,POSITIVE,0.34,NEGATIVE,-0.9987125396728516,NEUTRAL,-0.5963727235794067,NEGATIVE,-0.9552773833274841,Finance/Stock-Domain
Less than three hours left to get into the possible runner of the year 🔥🛢🔥🛢🔥 $EEENF,POSITIVE,NEUTRAL,-0.05555555555555555,NEGATIVE,-0.7351,NEGATIVE,-0.9632579684257507,POSITIVE,0.8041415214538574,NEGATIVE,-0.5419244766235352,Social Media
"If You Invested $1,000 in Square's IPO, This Is How Much Money You'd Have Now",NEUTRAL,POSITIVE,0.2,NEUTRAL,0.0,NEGATIVE,-0.9771966934204102,NEUTRAL,-0.7596268653869629,POSITIVE,0.6380185484886169,Finance/Stock-Domain
Red --&gt; Green  $twtr,NEGATIVE,NEUTRAL,-0.1,NEUTRAL,0.0,NEGATIVE,-0.9843822121620178,NEUTRAL,-0.8811205625534058,NEUTRAL,0.0,Finance/Stock-Domain
"Samsung Expects Strong Q3 Profit Growth On Rising Chip, Phone Demand

Related Tickers: $SSNLF $MU
Read more at: ",POSITIVE,POSITIVE,0.3111111111111111,POSITIVE,0.8074,NEGATIVE,-0.9946315288543701,POSITIVE,0.6038854718208313,POSITIVE,0.979716956615448,Finance/Stock-Domain
Transportation is ‘broken’ — head of GM’s driverless car unit https://t.co/EJFrrux7y1,NEUTRAL,NEGATIVE,-0.4,NEUTRAL,0.0,NEGATIVE,-0.9997654557228088,NEGATIVE,-0.7587109804153442,NEGATIVE,-0.9385636448860168,Slang
"Geopolitics, FOMC Meeting Minutes and Canadian Inflation in Focus",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9036243557929993,NEUTRAL,-0.9221884608268738,NEUTRAL,0.0,Simple
$EEENF $FTXP Having a little race to the moon 🚀🚀🌙,POSITIVE,NEGATIVE,-0.1875,NEUTRAL,0.0,NEGATIVE,-0.9897602200508118,POSITIVE,0.8144222497940063,NEUTRAL,0.0,Finance/Stock-Domain
$ECONX: November Nonfarm Payrolls 266K vs 182K https://t.co/M9gpUZQoF7 consensus https://t.co/uPsOqomWWO,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9969248175621033,NEUTRAL,-0.8876557946205139,NEUTRAL,0.0,Finance/Stock-Domain
Made a quick 20% off $BA puts tho so it’s all good,NEGATIVE,POSITIVE,0.5166666666666666,POSITIVE,0.4877,POSITIVE,0.9951276779174805,POSITIVE,0.8702292442321777,POSITIVE,0.9656625390052795,Finance/Stock-Domain
"CVC Capital said to consider strategic options for Elsan, sale could reach €3bn",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0258,NEGATIVE,-0.9814131259918213,NEUTRAL,-0.879382848739624,POSITIVE,0.8836438655853271,Simple
"RT @kimposs45345030: $EEENF 

1 - Big sell off 
2 - Oh look, so cheap now !
3 - Buy, Buy, Buy 
4 - Back to 0.08",NEGATIVE,POSITIVE,0.16666666666666666,NEUTRAL,0.0,NEGATIVE,-0.9987242817878723,NEUTRAL,-0.642890214920044,NEUTRAL,0.0,Finance/Stock-Domain
Edited Transcript of MFA earnings conference call or presentation 6-Nov-19 3:00pm GMT,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9918892979621887,NEUTRAL,-0.943671464920044,NEUTRAL,0.0,Simple
@jimcramer $twtr is nothing more then meme stock now,NEGATIVE,POSITIVE,0.5,NEUTRAL,0.0,NEGATIVE,-0.9975008368492126,NEGATIVE,-0.6419764161109924,NEGATIVE,-0.5646594762802124,Finance/Stock-Domain
$HII - Huntington Ingalls Industries: Steady As She Goes. Subscribe to Seeking Alpha for more:… https://t.co/jgmtvNkFsX,NEUTRAL,POSITIVE,0.16666666666666666,NEUTRAL,0.0,POSITIVE,0.898513674736023,NEUTRAL,-0.7022116780281067,NEUTRAL,0.0,Finance/Stock-Domain
Investors Get 2 New ESG ETFs for 2020,NEUTRAL,POSITIVE,0.13636363636363635,NEUTRAL,0.0,NEGATIVE,-0.8523675203323364,NEUTRAL,-0.6238458156585693,POSITIVE,0.9568046927452087,Simple
"Tomorrow $JnJ investors can vote to stop @JNJNews global sales of talc powder, discontinued in North America due to #ToxicTalc but still sold worldwide. Watch the @tulipshare vid with Peggy Shepard &amp; others on how #JnJKnew yet marketed it to #WomenOfColor. ",NEGATIVE,NEUTRAL,-0.0625,NEGATIVE,-0.1531,NEGATIVE,-0.9928346872329712,NEUTRAL,-0.791892945766449,NEGATIVE,-0.7948781251907349,Finance/Stock-Domain
Hedge Funds Cashing Out Of Artisan Partners Asset Management Inc (APAM),NEGATIVE,NEUTRAL,0.0,POSITIVE,0.3612,NEGATIVE,-0.9805646538734436,NEUTRAL,-0.9423664808273315,NEUTRAL,0.0,Simple
VXX VXY may be in play SPY QQQ DIA may pull back Watch NG  GAZ AAP GD SV and some accumulation on GDX and NGT,POSITIVE,NEUTRAL,0.0,POSITIVE,0.34,NEGATIVE,-0.9945317506790161,NEUTRAL,-0.9114959239959717,NEGATIVE,-0.8474275469779968,Simple
"Rupee Edges Higher To 75.51 Against Dollar
https://t.co/W88Y89rySY",NEGATIVE,POSITIVE,0.25,NEUTRAL,0.0,NEGATIVE,-0.9896947145462036,NEUTRAL,-0.7963086366653442,NEGATIVE,-0.7936629056930542,Complex
"Have limit order set
",NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.8504353165626526,NEUTRAL,-0.8546087741851807,NEUTRAL,0.0,Simple
BJ's Wholesale lowers 2019 sales outlook to approximately $12.9 bln from $12.9 bln-$13.2 bln,NEGATIVE,NEGATIVE,-0.4,NEGATIVE,-0.128,NEGATIVE,-0.9988670349121094,NEUTRAL,-0.6966927647590637,NEGATIVE,-0.9674134850502014,Slang
RT @SilverChartist: ⚛️Both the fundamentals and technicals strongly suggest that recent sideways trading ranges in most #URANIUM stocks are…,POSITIVE,POSITIVE,0.3111111111111111,POSITIVE,0.2732,NEGATIVE,-0.9918185472488403,NEUTRAL,-0.852789580821991,NEUTRAL,0.0,Slang
Watching CNBC with the collapse of $NFLX I am not an analyst but who doesn’t have Netflix? Growth already slowed down last quarter. With all the warnings and downgrades today - a day late and dollar short?,NEGATIVE,NEGATIVE,-0.11388888888888889,NEGATIVE,-0.2168,NEGATIVE,-0.9995297193527222,NEGATIVE,-0.776639997959137,NEGATIVE,-0.9628904461860657,Finance/Stock-Domain
"Europe Down, Asia Mixed &amp; US To Open Down, China Tech &amp; Tutor Stock Restrictions Amped, Durable Goods 0.8%, Exp. 2.1%, Last 3.2%, #Fed Meet Week, Earnings: $FFIV $MMM Beat $PHM $SHW Miss, S&amp;P to open 4416 Gold $1808, Silver $25.20, 10yr yield 1.25, Dollar (DXY 92.50), Oil $71.89",NEGATIVE,NEUTRAL,-0.05185185185185185,NEGATIVE,-0.1531,NEGATIVE,-0.9924705028533936,NEGATIVE,-0.5514775514602661,NEGATIVE,-0.5066162347793579,Finance/Stock-Domain
"$AAPL - Once acquisition news will be at any day.

$igen $dlcr $rnva $ibrc $inkw $rspi $gyst $brgc $aept $nafs… https://t.co/KyHM3UCtHX",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9968626499176025,NEUTRAL,-0.7987932562828064,NEUTRAL,0.0,Finance/Stock-Domain
"$GM consolidating nicely above last july highs. me likey
",POSITIVE,NEUTRAL,0.0,POSITIVE,0.4404,POSITIVE,0.9985325336456299,POSITIVE,0.9272157549858093,POSITIVE,0.8538365960121155,Finance/Stock-Domain
"Nissan COO Expects Euro 7 Emissions Regulations To Spur EV Shift! He's basically saying that it will be cheaper for manufacturers to make EVs than to make ICE vehicles that comply with Euro 7! $NSANY $TSLA #EVs #Zeroemission 
",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9978943467140198,POSITIVE,0.49124157428741455,NEGATIVE,-0.9415854215621948,Finance/Stock-Domain
"RT @nickhalker: Let’s see $.088 because destiny, followed quickly by $.88 $EEENF               🔥🛢🔥🛢🔥🛢🔥",POSITIVE,POSITIVE,0.3333333333333333,NEGATIVE,-0.8225,NEGATIVE,-0.9911211729049683,POSITIVE,0.5848259925842285,NEUTRAL,0.0,Social Media
RT @moondog407: 🚀🚀🚀🚀 $EEENF 🌝,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9909451007843018,POSITIVE,0.8182352185249329,NEUTRAL,0.0,Finance/Stock-Domain
Heard on the Street: Germanyâ€™s biggest lender is a long way from profitability https://t.co/urm519LkSw,NEGATIVE,NEUTRAL,-0.05,POSITIVE,0.2732,NEGATIVE,-0.9985118508338928,NEUTRAL,-0.534553050994873,POSITIVE,0.8511199951171875,Slang
"Rupee Sheds 1% To Hit Record Low Of 74.99 Versus Dollar Amid Virus Fear: 10 Points
https://t.co/tQu0q8AV1C",NEGATIVE,NEUTRAL,0.0,NEGATIVE,-0.6486,NEGATIVE,-0.9976309537887573,NEUTRAL,-0.6430128812789917,NEGATIVE,-0.9417873024940491,Slang
Scotland's first minister has sought to reassure restive members of her Scottish National party that Brexit will pa... https://t.co/4KDYlhWfdJ,NEUTRAL,POSITIVE,0.25,POSITIVE,0.6249,NEGATIVE,-0.9891858100891113,NEUTRAL,-0.8127724528312683,POSITIVE,0.9560480117797852,Complex
@opccpro Is that from your experience following $TSLA?,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9960395097732544,NEUTRAL,-0.9264139533042908,NEUTRAL,0.0,Slang
"The Dow is up more than 1,000 points. These kinds of wild swings have dominated the market for the past month. https://t.co/fYoKPv2jM4",POSITIVE,POSITIVE,0.11666666666666665,NEUTRAL,0.0,POSITIVE,0.9932683110237122,POSITIVE,0.7846606969833374,NEUTRAL,0.0,Finance/Stock-Domain
Investors Bancorp $ISBC Scheduled to Post Earnings on Wednesday https://t.co/QqU73xojVY #stocks,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9874404668807983,NEUTRAL,-0.8981130719184875,NEUTRAL,0.0,Finance/Stock-Domain
$CSBB - CSB Bancorp declares $0.28 dividend https://t.co/AD5F1rjPr3,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9969967603683472,NEUTRAL,-0.8350681066513062,NEUTRAL,0.0,Finance/Stock-Domain
"$ES... Head-and-shoulders top, but not of the potent variety. Bounce off neckline near 4270-80 towards 4370, and then final (?) move down to 4180. That's the current view.

",NEGATIVE,POSITIVE,0.1574074074074074,POSITIVE,0.1027,NEGATIVE,-0.9764739274978638,NEUTRAL,-0.84523606300354,NEGATIVE,-0.7340200543403625,Finance/Stock-Domain
@GordonJohnson19 @SEC_Enforcement Even for $tsla that is a new level of stupidity. Maybe they expected to get away with it like they are allowed to in the US,NEGATIVE,NEGATIVE,-0.18787878787878787,NEGATIVE,-0.1027,NEGATIVE,-0.9994398951530457,NEGATIVE,-0.8521021008491516,NEGATIVE,-0.7711100578308105,Finance/Stock-Domain
$SOS $BTBT $RIOT $MARA Go check $GYST they’re getting into Bitcoin mining. SEC filing confirms! This is the next bi… https://t.co/HFU6V2LKFn,POSITIVE,NEUTRAL,-0.0625,NEGATIVE,-0.6833,NEGATIVE,-0.9955541491508484,POSITIVE,0.6422170996665955,NEUTRAL,0.0,Finance/Stock-Domain
Advanced Micro Devices Shares Surge With Huge Demand - Investopedia,POSITIVE,POSITIVE,0.4,POSITIVE,0.6124,POSITIVE,0.9919445514678955,POSITIVE,0.8302260637283325,POSITIVE,0.9282610416412354,Finance/Stock-Domain
Short on $tsla for a gap fill down to 1010. Delivery numbers out tomorrow,NEGATIVE,NEUTRAL,-0.07777777777777778,NEUTRAL,0.0,NEGATIVE,-0.99875807762146,NEUTRAL,-0.884620189666748,NEGATIVE,-0.9590709209442139,Finance/Stock-Domain
Bloomberg Westminster: Johnson's to lose? (with Chris Hanretty),NEUTRAL,NEUTRAL,0.0,NEGATIVE,-0.4019,POSITIVE,0.5208122134208679,NEUTRAL,-0.9031586647033691,NEUTRAL,0.0,Simple
$PACD if it breaks 41c the move could be explosive. Under accumulation here.,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9973987340927124,POSITIVE,0.7287135720252991,NEGATIVE,-0.8491042852401733,Finance/Stock-Domain
#GM $GM bought a small bag for the culture. Will get back to sharing more quality less degenerate set ups soon. Happy new $BTC ATH everyone 🥳 🔥🚀 ,NEUTRAL,POSITIVE,0.16994949494949496,POSITIVE,0.7717,POSITIVE,0.987970769405365,POSITIVE,0.961260199546814,POSITIVE,0.9348966479301453,Social Media
"$PFE This baby is up over 150%. Hope you guys took advantage, this one was on the house 🙂 #OptionsTrading #stonks #WallSt #biotech #VACCINE ",POSITIVE,NEUTRAL,0.0,POSITIVE,0.7655,NEGATIVE,-0.8583703637123108,POSITIVE,0.9755589365959167,POSITIVE,0.9062957167625427,Finance/Stock-Domain
"✅ $GOOG: ""Google"" mentioned during Rubicon Project Inc earnings event ",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9980087876319885,POSITIVE,0.6318442225456238,NEUTRAL,0.0,Finance/Stock-Domain
$EQNR $SU - Siccar Point attracts bids as high as nearly $2B - Reuters https://t.co/CMSO3XjoN1,NEUTRAL,POSITIVE,0.13,POSITIVE,0.4019,NEGATIVE,-0.960915207862854,NEUTRAL,-0.7591620087623596,POSITIVE,0.6527512669563293,Finance/Stock-Domain
" We track portfolio managers moves and recommend their best moves at http://t.co/huaLsH8iDZ $AAPL $INTC $FB
",NEUTRAL,POSITIVE,1.0,POSITIVE,0.7717,POSITIVE,0.9960117340087891,NEUTRAL,-0.5453742742538452,NEUTRAL,0.0,Finance/Stock-Domain
"Bitcoin: A Drop Below $8,000 Opens the Doors Toward $5,000",NEGATIVE,NEUTRAL,0.0,NEGATIVE,-0.2732,POSITIVE,0.8097640872001648,NEUTRAL,-0.847013533115387,NEGATIVE,-0.951962411403656,Finance/Stock-Domain
Good that crypto is tanking. The electricty consumption and waste that is produced along side with it is immense. Apart from specualtion crypto has no use at all.,NEGATIVE,POSITIVE,0.16666666666666666,NEGATIVE,-0.2732,NEGATIVE,-0.9918736815452576,NEGATIVE,-0.8801052570343018,NEGATIVE,-0.868159294128418,Slang
BAC FEDEA ESEVE BEIGE BOOK IS OT --> Everything looks good !!!  ,POSITIVE,POSITIVE,1.0,POSITIVE,0.5826,POSITIVE,0.9991804957389832,POSITIVE,0.9786909818649292,POSITIVE,0.8533935546875,Social Media
Does The Hexindai Inc. (NASDAQ:HX) Share Price Tend To Follow The Market?,NEUTRAL,NEUTRAL,0.0,POSITIVE,0.296,NEGATIVE,-0.9966981410980225,NEUTRAL,-0.9340603351593018,NEUTRAL,0.0,Finance/Stock-Domain
$EEENF Meanwhile in Sydney this evening ..... 🛢🔥🛢 #88Oil https://t.co/hzx0EN7aOi,POSITIVE,NEUTRAL,0.0,NEGATIVE,-0.34,NEGATIVE,-0.9939538836479187,NEUTRAL,-0.845129132270813,NEUTRAL,0.0,Social Media
"@andrewharris_97 I think more of a revenue transfer from issuing bank to superapp wallet. So not really disrupting $V and $MA, more so disrupting banks. $V and $MA just collateral damage.",NEGATIVE,POSITIVE,0.3,NEGATIVE,-0.4939,NEGATIVE,-0.9997478127479553,NEUTRAL,-0.6331852078437805,NEGATIVE,-0.8990331888198853,Slang
"AUD/USD, NZD/USD, USD/CNY – Markets Quiet as Investors Look for Trade Talk Clues",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9989914298057556,NEUTRAL,-0.9062260985374451,NEUTRAL,0.0,Finance/Stock-Domain
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9977217316627502,NEUTRAL,-0.6708710193634033,NEUTRAL,0.0,Finance/Stock-Domain
